1482700786.26	330
1482700891.15	331
1482700997.0	331
1482701104.1	331
1482701210.87	331
1482701316.77	331
1482701426.97	331
1482701532.46	331
1482701637.98	331
1482701743.79	332
1482701849.4	332
1482701954.87	332
1482702061.52	332
1482702168.97	328
1482702275.12	328
1482702381.78	328
1482702488.24	328
1482702594.25	329
1482702699.86	329
1482702806.67	329
1482702915.85	330
1482703022.32	330
1482703166.21	332
1482703278.46	332
1482703390.05	332
1482703501.13	332
1482703611.82	332
1482703722.27	332
1482703832.65	325
1482703969.85	325
1482704158.82	325
1482704373.37	327
1482704534.38	328
1482704715.89	328
1482704880.8	328
1482705125.19	328
1482705360.0	328
1482705648.37	328
1482705793.57	328
1482705910.16	328
1482706028.39	328
1482706145.16	331
1482706264.13	331
1482706380.76	332
1482706498.0	334
1482706615.54	334
1482706733.42	334
1482706850.63	334
1482706967.57	336
1482707090.11	316
1482707265.06	316
1482707452.74	317
1482707595.03	317
1482707723.84	318
1482707844.15	321
1482707961.93	323
1482708080.09	323
1482708199.57	324
1482708319.33	324
1482708439.91	324
1482708559.07	326
1482708677.36	326
1482708795.1	327
1482708912.92	328
1482709030.47	328
1482709147.97	328
1482709264.86	328
1482709386.34	323
1482709505.23	323
1482709625.07	326
1482709742.55	327
1482709861.07	328
1482709976.97	328
1482710092.19	328
1482710208.02	328
1482710324.08	328
1482710440.71	329
1482710557.02	330
1482710674.96	330
1482710791.69	330
1482710907.22	330
1482711023.9	330
1482711140.12	330
1482711261.52	326
1482711384.9	326
1482711504.68	327
1482711623.13	327
1482711740.71	327
1482711857.57	327
1482711974.99	328
1482712092.11	328
1482712209.74	329
1482712327.52	329
1482712444.68	330
1482712560.53	331
1482712677.22	333
1482712792.53	333
1482712907.15	333
1482713022.11	333
1482713139.01	324
1482713258.84	324
1482713378.18	324
1482713497.83	327
1482713616.04	328
1482713734.04	328
1482713856.19	328
1482713979.86	328
1482714098.78	328
1482714224.34	329
1482714346.68	330
1482714465.37	332
1482714584.08	332
1482714707.98	332
1482714827.58	332
1482714947.05	332
1482715068.48	323
1482715196.61	323
1482715320.06	323
1482715444.67	323
1482715563.55	323
1482715680.11	323
1482715794.56	323
1482715920.72	327
1482716051.57	327
1482716168.62	328
1482716284.5	328
1482716397.69	328
1482716510.18	328
1482716624.5	328
1482716739.58	330
1482716854.67	331
1482716969.25	331
1482717088.17	332
1482717203.62	334
1482717318.67	334
1482717433.17	334
1482717562.42	315
1482717682.44	318
1482717801.79	320
1482717918.49	323
1482718063.39	323
1482718192.96	324
1482718311.52	324
1482718427.79	326
1482718544.23	326
1482718662.92	330
1482718780.15	330
1482718905.07	331
1482719028.0	331
1482719166.06	331
1482719284.57	331
1482719405.2	324
1482719527.81	325
1482719649.11	325
1482719773.82	327
1482719893.51	330
1482720013.0	330
1482720133.42	330
1482720263.46	333
1482720387.04	333
1482720505.57	333
1482720623.38	333
1482720740.65	335
1482720857.44	335
1482720973.99	335
1482721090.98	337
1482721213.72	326
1482721335.21	326
1482721457.9	327
1482721580.85	327
1482721701.76	328
1482721821.38	328
1482721943.22	329
1482722063.84	329
1482722183.98	329
1482722303.85	330
1482722423.27	330
1482722542.22	331
1482722665.71	331
1482722790.34	332
1482722911.53	333
1482723034.02	333
1482723154.69	333
1482723275.94	334
1482723399.26	337
1482723518.46	318
1482723636.92	318
1482723755.37	319
1482723873.32	320
1482723990.41	320
1482724110.74	321
1482724227.95	321
1482724345.08	322
1482724464.32	322
1482724584.32	323
1482724702.57	323
1482724820.48	323
1482724937.54	323
1482725054.44	324
1482725171.1	324
1482725292.65	312
1482725412.99	312
1482725532.77	313
1482725651.04	313
1482725767.18	313
1482725883.37	313
1482726002.18	314
1482726119.11	314
1482726237.23	316
1482726353.62	316
1482726469.48	316
1482726584.53	316
1482726699.31	318
1482726813.44	318
1482726929.59	318
1482727045.52	320
1482727158.92	320
1482727271.97	320
1482727384.99	320
1482727497.94	320
1482727614.88	310
1482727734.53	310
1482727854.09	312
1482727972.95	313
1482728089.57	313
1482728206.23	313
1482728324.32	313
1482728441.87	313
1482728559.3	314
1482728676.07	314
1482728793.14	314
1482728909.08	314
1482729023.91	314
1482729138.26	316
1482729252.97	316
1482729367.18	316
1482729486.64	303
1482729608.43	303
1482729730.05	304
1482729850.29	305
1482729970.87	305
1482730093.04	305
1482730253.77	305
1482730385.51	306
1482730506.02	306
1482730629.3	306
1482730749.46	306
1482730871.86	306
1482730990.81	306
1482731108.85	306
1482731251.22	306
1482731374.46	297
1482731497.39	297
1482731622.87	300
1482731749.03	300
1482731879.62	300
1482732003.5	300
1482732123.87	302
1482732243.93	303
1482732367.35	303
1482732487.18	303
1482732608.43	303
1482732727.22	304
1482732848.4	304
1482732966.9	304
1482733084.32	306
1482733204.61	297
1482733329.01	297
1482733448.32	297
1482733566.04	297
1482733684.1	298
1482733803.26	298
1482733923.46	298
1482734042.2	298
1482734166.27	298
1482734286.4	301
1482734403.66	301
1482734519.68	302
1482734635.27	302
1482734750.72	303
1482734866.13	303
1482734981.73	303
1482735101.11	293
1482735220.77	294
1482735341.09	294
1482735460.41	294
1482735578.5	295
1482735696.29	295
1482735814.39	295
1482735931.33	295
1482736048.27	298
1482736165.89	298
1482736283.94	298
1482736400.64	298
1482736516.54	301
1482736632.2	301
1482736747.29	302
1482736871.12	302
1482736988.22	304
1482737115.76	297
1482737236.7	298
1482737357.01	298
1482737482.52	298
1482737602.16	299
1482737723.2	299
1482737847.23	299
1482737966.26	301
1482738083.56	301
1482738202.86	301
1482738320.51	301
1482738437.28	302
1482738554.09	302
1482738670.28	302
1482738786.35	302
1482738904.33	295
1482739028.54	295
1482739148.63	297
1482739268.82	298
1482739387.53	298
1482739505.59	298
1482739623.47	298
1482739741.97	300
1482739860.23	300
1482739978.81	301
1482740098.34	301
1482740216.1	301
1482740331.89	301
1482740448.39	301
1482740562.7	301
1482740676.6	302
1482740795.35	302
1482740909.69	302
1482741032.69	291
1482741153.38	291
1482741271.85	292
1482741394.41	293
1482741512.1	294
1482741628.52	297
1482741747.34	298
1482741864.53	298
1482741982.35	299
1482742100.22	299
1482742218.59	300
1482742336.21	300
1482742453.89	301
1482742571.62	301
1482742689.6	301
1482742807.18	301
