1483191737.68	90
1483191922.28	90
1483192104.49	91
1483192299.21	82
1483192493.03	82
1483192678.19	82
1483192863.79	82
1483193052.62	82
1483193240.47	82
1483193425.54	82
1483193608.89	82
1483193793.52	83
1483193979.11	83
1483194161.29	83
1483194343.09	83
1483194524.74	83
1483194706.25	83
1483194888.2	83
1483195075.63	74
1483195263.73	74
1483195453.26	74
1483195638.63	74
1483195822.18	74
1483196009.46	75
1483196193.22	75
1483196378.69	76
1483196564.33	76
1483196752.2	78
1483196934.87	78
1483197116.16	78
1483197298.7	78
1483197489.68	78
1483197680.59	78
1483197873.31	70
1483198064.12	70
1483198249.32	71
1483198435.62	71
1483198622.6	71
1483198809.83	71
1483198995.47	71
1483199181.32	71
1483199365.44	71
1483199549.21	72
1483199732.83	72
1483199916.77	72
1483200111.22	72
1483200310.93	87
1483200499.09	87
1483200693.23	87
1483200878.33	87
1483201065.97	88
1483201250.84	88
1483201435.44	88
1483201620.52	88
1483201809.37	88
1483201993.29	88
1483202178.42	88
1483202371.97	88
1483202557.66	88
1483202748.85	86
1483202940.22	87
1483203131.32	87
1483203319.1	87
1483203507.92	87
1483203694.8	87
1483203912.46	87
1483204114.22	89
1483204304.11	89
1483204488.38	89
1483204676.55	90
1483204862.43	90
1483205049.17	91
1483205238.1	91
1483205423.07	91
1483205610.43	91
1483205800.03	88
1483205989.05	88
1483206178.49	88
1483206367.9	88
1483206554.16	88
1483206743.52	90
1483206932.19	90
1483207115.91	92
1483207303.97	92
1483207489.72	92
1483207676.98	93
1483207862.76	93
1483208052.19	93
1483208239.96	91
1483208431.76	91
1483208623.85	91
1483208813.66	91
1483209004.9	91
1483209198.23	91
1483209388.58	91
1483209580.16	91
1483209769.38	91
1483209957.46	92
1483210143.63	92
1483210335.43	92
1483210521.63	92
1483210711.93	92
1483210907.74	92
1483211096.49	94
1483211294.32	94
1483211484.99	95
1483211676.3	95
1483211866.63	95
1483212055.94	95
1483212246.6	95
1483212438.32	96
1483212627.69	96
1483212815.61	96
1483213009.23	97
1483213203.46	97
1483213393.65	97
1483213582.4	97
1483213769.25	97
1483213957.4	97
1483214145.61	97
1483214331.62	97
1483214516.23	97
1483214700.1	97
1483214883.53	97
1483215068.5	97
1483215253.52	97
1483215442.57	88
1483215634.05	87
1483215828.24	89
1483216016.93	90
1483216208.98	90
1483216399.89	90
1483216587.09	90
1483216773.36	90
1483216956.07	90
1483217137.6	90
1483217318.27	91
1483217501.07	92
1483217686.8	82
1483217873.51	82
1483218059.6	83
1483218244.55	83
1483218431.23	83
1483218614.84	84
1483218799.77	84
1483218982.71	84
1483219164.08	84
1483219343.92	84
1483219522.46	84
1483219701.52	84
1483219894.78	84
1483220084.23	76
1483220274.44	76
1483220458.83	76
1483220644.93	76
1483220830.61	76
1483221015.9	76
1483221197.98	76
1483221377.11	76
1483221555.9	76
1483221734.76	76
1483221917.85	76
1483222099.05	76
1483222281.79	81
1483222465.35	82
1483222645.88	82
1483222825.54	82
1483223006.66	82
1483223187.15	82
