date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:07:28	789/789	---M-Z	200	added ('OK')	text/html	etag:%22315-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.1.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.1.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:29	1690/1690	---M-Z	200	added ('OK')	text/html	etag:%2269a-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.2.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.2.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:29	1510/1510	---M-Z	200	added ('OK')	text/html	etag:%225e6-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.3.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.3.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:30	20346/20346	---M-Z	200	added ('OK')	text/html	etag:%224f7a-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.5.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.5.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:30	3684/3684	---M-Z	200	added ('OK')	text/html	etag:%22e64-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.6.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.6.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:30	24501/24501	---M-Z	200	added ('OK')	text/html	etag:%225fb5-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.4.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.4.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:31	3142/3142	---M-Z	200	added ('OK')	text/html	etag:%22c46-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.7.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.7.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:31	546/546	---M-Z	200	added ('OK')	text/html	etag:%22222-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.8.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.8.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:31	3673/3673	---M-Z	200	added ('OK')	text/html	etag:%22e59-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.9.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.9.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:31	3429/3429	---M-Z	200	added ('OK')	text/html	etag:%22d65-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.10.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.10.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
20:07:32	5844/5844	---M-Z	200	added ('OK')	text/html	etag:%2216d4-3abd05920c8c0-gzip%22	http://koeln.ccc.de/archiv/cyphernomicon/chapter2/2.11.html	C:/Users/Utku%20T/Desktop/cypher/Cyphernomicon/koeln.ccc.de/archiv/cyphernomicon/chapter2/2.11.html	(from http://koeln.ccc.de/archiv/cyphernomicon/2.html)
